billboard_year,song_id,name,artist,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2015,2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,9/2/2014,82,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,4
2015,0kzw2tRyuL9rzipi5ntlIy,Shut Up and Dance,WALK THE MOON,12/2/2014,69,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4
2015,2sC2P3BN0IXujNaaSyDmtP,Blank Space,Taylor Swift,10/27/2014,61,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827,4
2015,5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae),Silentó,5/4/2015,68,0.821,0.759,8,-8.541,1,0.121,0.247,0,0.321,0.962,140.01,185143,4
2015,5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae),Silentó,5/4/2015,68,0.821,0.759,8,-8.541,1,0.121,0.247,0,0.321,0.962,140.01,185143,4
2015,2PIvq1pGrUjY007X5y1UpM,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,12/23/2014,79,0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844,252227,3
2015,7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,8/28/2015,86,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,4
2015,7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,8/28/2015,86,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,4
2015,6fQcqEcXfnY0L6VwS0c3gT,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,12/2/2014,63,0.827,0.576,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,180021,4
2015,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,8/28/2015,81,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,4
2015,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,8/28/2015,81,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,4
2015,6iEDVsbUBGckKhuSBD3Eqf,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2/10/2015,46,0.258,0.659,5,-5.903,0,0.0596,0.253,0,0.111,0.272,189.558,250267,4
2015,1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier,9/19/2014,77,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241693,4
2015,6xsEAm6w9oMQYYg3jkEkMT,Bad Blood,Taylor Swift,5/17/2015,68,0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,200107,4
2015,1Lim1Py7xBgbAkAys3AGAG,Lean On,Major Lazer,11/27/2015,74,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
2015,1Lim1Py7xBgbAkAys3AGAG,Lean On,Major Lazer,11/27/2015,74,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
2015,7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,5/29/2015,78,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,4
2015,3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,10/27/2014,59,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4
2015,3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,10/27/2014,59,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4
2015,66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),Jack Ü,2/24/2015,77,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,250286,4
2015,1m0E5D8cOJyO1A2IBX4w4i,Fight Song,Rachel Platten,2/13/2015,57,0.571,0.697,7,-5.467,1,0.081,0.0523,0,0.277,0.358,175.962,202507,4
2015,5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),Fetty Wap,6/29/2015,79,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,196693,4
2015,5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),Fetty Wap,6/29/2015,79,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,196693,4
2015,6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Meghan Trainor,1/9/2015,72,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,182667,4
2015,41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),Fifth Harmony,1/30/2015,77,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,224573,4
2015,6p5abLu89ZSSpRQnbK9Wqs,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,11/11/2014,61,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,226581,4
2015,4MflGTO2ZTcSQ12bWcyRgI,"Honey, I'm Good.",Andy Grammer,8/5/2014,73,0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014,199263,4
2015,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,5/26/2014,83,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,239317,4
2015,5XfywqPX6XBOdYQNbOaQvy,Good For You,Selena Gomez,8/7/2015,63,0.605,0.678,5,-6.48,0,0.0511,0.179,0,0.0878,0.212,88.967,221560,4
2015,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,1/9/2015,74,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,4
2015,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,1/9/2015,74,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,4
2015,1fo2ctLqj3zBhRQKOXprol,Style,Taylor Swift,10/27/2014,61,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4
2015,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,5/6/2016,79,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
2015,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,5/6/2016,79,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
2015,285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,11/21/2014,76,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560,4
2015,6N9ZOtguCnnrvwH7zD82WJ,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,9/29/2014,62,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,4
2015,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,11/13/2015,80,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
2015,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,11/13/2015,80,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
2015,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,6/21/2014,86,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
2015,4aebBr4JAihzJQR0CiIZJv,Hello,Adele,11/20/2015,61,0.47,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,295502,4
2015,4aebBr4JAihzJQR0CiIZJv,Hello,Adele,11/20/2015,61,0.47,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,295502,4
2015,5jsw9uXEGuKyJzs0boZ1bT,Stitches,Shawn Mendes,4/14/2015,75,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,4
2015,5jsw9uXEGuKyJzs0boZ1bT,Stitches,Shawn Mendes,4/14/2015,75,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,4
2015,2tpfxAXiI52znho4WE3XFA,Talking Body,Tove Lo,9/24/2014,68,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,238427,4
2015,2RqtfcLB7iOZj0zYB8Auhu,Jealous,Nick Jonas,11/20/2015,66,0.7,0.701,11,-3.834,0,0.161,0.013,0,0.461,0.38,93.012,223107,4
2015,2KJnNfCzNIyBJl07Go0fV8,Time of Our Lives,Pitbull,11/17/2014,43,0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,229360,4
2015,0sQLhT32E9ZG2zn5iYR6nN,Locked Away (feat. Adam Levine),R. City,6/29/2015,67,0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,227280,5
2015,7ioiB40H9xKs04QtIso2I3,Somebody,Natalie La Rose,1/6/2014,67,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25E-05,0.0656,0.735,104.99,189907,4
2015,78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,Rihanna,1/24/2015,81,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,188238,4
2015,04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,1/20/2015,83,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360,4
2015,7zpZQzTwWBN0eOsmb4WPH3,My Way (feat. Monty),Fetty Wap,7/17/2015,34,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,213053,4
2015,6DEaND0SHv3sC11xobZLiy,Take Your Time,Sam Hunt,10/27/2014,70,0.558,0.719,11,-5.603,1,0.0419,0.101,0,0.212,0.483,158.031,243707,4
2015,2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,9/2/2014,79,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,4
2015,2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,9/2/2014,79,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,4
2015,7p54iuWHqvdeN224OglZ9t,I Don't Fuck With You,Big Sean,1/1/2014,0,0.82,0.723,1,-5.505,1,0.0656,0.0327,0,0.347,0.417,97.98,284560,4
2015,0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,3/26/2015,78,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94E-06,0.257,0.395,102.99,219306,4
2015,2NVt7fxr5GsqTkGwYXcNTE,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,2/10/2015,67,0.676,0.615,6,-7.534,0,0.0496,0.0384,0,0.341,0.883,163.993,176675,4
2015,0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,T-Wayne,5/4/2015,67,0.779,0.472,11,-7.116,1,0.218,0.0577,0,0.114,0.412,135.051,142212,4
2015,5pekaGq0N6VkDiTZJgK18A,Only,Nicki Minaj,12/15/2014,53,0.668,0.494,8,-7.251,0,0.73,0.411,0,0.0969,0.257,120.056,312027,4
2015,6kwAbEjseqBob48jCus7Sz,Elastic Heart,Sia,7/4/2014,73,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,257200,4
2015,2zFF6jG5hQArbzcXz3KUWk,Cool for the Summer,Demi Lovato,10/16/2015,64,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4
2015,0fYVliAYKHuPmECRs1pbRf,Renegades,X Ambassadors,6/30/2015,78,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4
2015,7aXuop4Qambx5Oi3ynsKQr,I Don't Mind (feat. Juicy J),Usher,11/21/2014,71,0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,112.974,251989,4
2015,5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,Ariana Grande,8/25/2014,77,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,4
2015,106R7Z57WYzBAfrXImV30y,Wildest Dreams,Taylor Swift,10/27/2014,59,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,4
2015,106R7Z57WYzBAfrXImV30y,Wildest Dreams,Taylor Swift,10/27/2014,59,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,4
2015,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,5/26/2014,84,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4
2015,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,5/26/2014,84,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4
2015,57kR5SniQIbsbVoIjjOUDa,You Know You Like It,DJ Snake,10/14/2014,72,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,247267,4
2015,5PUawWFG1oIS2NwEcyHaCr,Uma Thurman,Fall Out Boy,1/20/2015,71,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963,211573,4
2015,02M6vucOvmRfMxTXDUwRXu,11-Jul,Beyoncé,11/24/2014,73,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,213507,4
2015,6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,1/1/2014,72,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,227373,4
2015,11qh54D0PKkBwelpDxxiEU,Girl Crush,Little Big Town,10/21/2014,72,0.5,0.225,0,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,193320,3
2015,6ydpPcCGhQ4Ox3H0ly0WcX,Slow Motion,Trey Songz,1/20/2015,52,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92E-05,0.11,0.291,94.947,197854,4
2015,70OTIpw8x8UXUsuCHW9i1i,Drag Me Down,One Direction,7/31/2015,12,0.723,0.711,0,-5.576,0,0.0378,0.0997,0,0.0528,0.606,138.098,192107,4
2015,7e44z4wOjkllaD8eulUeMd,Truffle Butter,Nicki Minaj,12/15/2014,66,0.89,0.667,2,-6.862,1,0.0521,0.0579,2.97E-05,0.108,0.522,105.099,220467,4
2015,7xoUc6faLbCqZO6fQEYprd,One Last Time,Ariana Grande,8/25/2014,80,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,197267,4
2015,5Eg4TsPcqNbIjd8ADMZosg,Chains,Nick Jonas,11/20/2015,61,0.589,0.611,0,-5.881,0,0.0459,0.0151,0,0.0757,0.121,76.006,203107,4
2015,0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,6/29/2015,70,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,223973,4
2015,4scpF6J5uMBvoh6sFB7EL1,No Type,Rae Sremmurd,1/6/2015,75,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,200080,4
2015,1KqlVt63Q4bl1VdSlymr5C,Riptide,Vance Joy,5/21/2013,57,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,204280,4
2015,3G7XYAwtxtoGK7fAm4IlD9,Classic Man (feat. Roman GianArthur),Jidenna,2/3/2015,62,0.79,0.585,8,-6.058,1,0.0348,0.185,0,0.292,0.585,94.072,226000,4
2015,637kmONo6eMUOd10n9z4xb,Ex's & Oh's,Elle King,9/23/2014,47,0.627,0.896,7,-3.936,1,0.0817,0.0208,0,0.0486,0.461,139.995,201853,4
2015,637kmONo6eMUOd10n9z4xb,Ex's & Oh's,Elle King,9/23/2014,47,0.627,0.896,7,-3.936,1,0.0817,0.0208,0,0.0486,0.461,139.995,201853,4
2015,3cU2wBxuV6nFiuf6PJZNlC,Dear Future Husband,Meghan Trainor,1/9/2015,74,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,184227,4
2015,1zxFtsKWwuVpz3nSqNYshe,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,2/10/2015,50,0.792,0.621,1,-5.267,0,0.049,0.451,0,0.337,0.829,110.025,187742,4
2015,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,1/9/2015,81,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,3
2015,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,1/9/2015,81,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,3
2015,14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Tove Lo,1/1/2014,72,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69E-05,0.0829,0.347,110.02,209160,4
2015,14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Tove Lo,1/1/2014,72,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69E-05,0.0829,0.347,110.02,209160,4
2015,416MsJxvxSKY96DCmbJIRs,The Hanging Tree,James Newton Howard,11/24/2014,67,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45E-05,0.212,0.145,53.863,218507,4
2015,2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,11/10/2014,65,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15E-05,0.31,0.178,119.906,239574,4
2015,466s1BacUmiRdR3ISvNjyx,Bang Bang,Jessie J,8/25/2014,62,0.703,0.747,0,-4.446,0,0.0895,0.283,0,0.396,0.7,149.974,199320,4
2015,466s1BacUmiRdR3ISvNjyx,Bang Bang,Jessie J,8/25/2014,62,0.703,0.747,0,-4.446,0,0.0895,0.283,0,0.396,0.7,149.974,199320,4
2015,74sb4Gib0cL3TQeCjYF8vh,Lay Me Down,Sam Smith,5/26/2014,67,0.417,0.332,4,-9.482,1,0.0494,0.773,1.95E-05,0.109,0.172,119.156,253208,4
2015,2znzyzlAUc8Z1Ikq9aFOcx,Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/2014,65,0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,321987,4
2015,4OjuzM3rTWp3q60mEldNSF,Hit the Quan - Original Version,iLoveMemphis,10/9/2015,64,0.741,0.488,8,-8.253,1,0.362,0.000235,0,0.0488,0.625,160.018,181081,4
2015,5pfJsMwoRYKampPay8amX0,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore,2/26/2016,70,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21E-06,0.291,0.707,109.725,292593,4
2015,1TwLKNsCnhi1HxbIi4bAW0,House Party,Sam Hunt,10/27/2014,73,0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,190240,4
2015,0k6DnZMLoEUH8NGD5zh2SE,Ayo,Chris Brown,2/24/2015,74,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,225227,4
2015,5g15o2Sm55Hn9ShK5yEXgp,Kick The Dust Up,Luke Bryan,8/7/2015,67,0.597,0.86,1,-2.315,1,0.0461,0.196,0,0.087,0.818,172.064,190587,4
2015,1bzM1cd6oqFozdr4wK6HdR,Blessings,Big Sean,2/24/2015,67,0.79,0.621,1,-7.634,1,0.275,0.333,0,0.122,0.15,118.895,252040,4
2015,7GJClzimvMSghjcrKxuf1M,Budapest,George Ezra,6/27/2014,29,0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,200720,4
2015,4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,7/4/2014,81,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,5
2015,4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,7/4/2014,81,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,5
2015,7FC9Lng8iXU081lbigu8m8,Heartbeat Song,Kelly Clarkson,2/27/2015,69,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,198733,4
2015,1huvTbEYtgltjQRXzrNKGi,Don't,Ed Sheeran,6/21/2014,75,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,219840,4
2015,1huvTbEYtgltjQRXzrNKGi,Don't,Ed Sheeran,6/21/2014,75,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,219840,4
2015,2FiceoWDJ67rrmb5tGBpgE,Ghost,Ella Henderson,6/6/2014,61,0.682,0.836,9,-3.777,1,0.0425,0.0464,3.13E-06,0.0797,0.485,104.987,216107,4
2015,1wYZZtamWTQAoj8B812uKQ,Here,Alessia Cara,11/13/2015,69,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,199453,4
2015,1wYZZtamWTQAoj8B812uKQ,Here,Alessia Cara,11/13/2015,69,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,199453,4
2015,5Sf3GyLEAzJXxZ5mbCPXTu,Waves - Robin Schulz Radio Edit,Mr. Probz,2/7/2014,41,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133,4
2015,7hOfyNuj2dLc0HAEYVDIYS,El Perdón - Forgiveness,Nicky Jam,1/20/2017,52,0.736,0.719,8,-3.839,1,0.0357,0.256,0,0.0909,0.656,90.013,206667,4
2015,7seTcUFOhn5caSDbiSfsp0,She Knows,Ne-Yo,1/20/2015,62,0.706,0.572,8,-5.799,0,0.0326,0.0262,0,0.585,0.574,139.982,214726,4
2015,5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,11/17/2014,84,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,226600,4
2015,5lFDtgWsjRJu8fPOAyJIAK,Back To Back,Drake,7/31/2015,70,0.893,0.48,1,-3.728,0,0.356,0.00855,0,0.116,0.382,86.976,170638,4
2015,22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,7/17/2015,78,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640,4
2014,5b88tNINg4Q4nrRbrCXUmg,"Happy - From ""Despicable Me 2""",Pharrell Williams,3/3/2014,9,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4
2014,5jrdCoLpJSvHHorevXBATy,Dark Horse,Katy Perry,10/18/2013,77,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4
2014,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,8/30/2013,88,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4
2014,3oiMJQAWVaxSubJ7b2VUtX,Fancy,Iggy Azalea,1/1/2014,70,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,4
2014,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,1/1/2014,75,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4
2014,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,1/1/2014,75,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4
2014,31JwK4iHCf75rnQWoMPU5t,Talk Dirty (feat. 2 Chainz),Jason Derulo,9/10/2013,59,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685,4
2014,3tCwjWLicbjsMCvXhN0WOE,Rude,MAGIC!,10/11/2013,69,0.743,0.807,1,-3.78,1,0.0364,0.0435,0,0.309,0.899,144.062,224773,4
2014,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,1/9/2015,74,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,4
2014,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,1/9/2015,74,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,4
2014,7vS3Y0IKjde7Xg85LWIEdP,Problem,Ariana Grande,8/25/2014,77,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.008,193920,4
2014,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,5/26/2014,84,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4
2014,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,5/26/2014,84,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4
2014,1zHlj4dQ8ZAtrayhuDDmkY,Timber (feat. Ke$ha),Pitbull,10/7/2013,61,0.587,0.965,11,-4.106,1,0.101,0.0362,0,0.138,0.825,129.972,204053,4
2014,4Ub8UsjWuewQrPhuepfVpd,Pompeii,Bastille,1/1/2013,74,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148,4
2014,3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,10/27/2014,59,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4
2014,3fthfkkvy9av3q3uAGVf7U,Shake It Off,Taylor Swift,10/27/2014,59,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4
2014,2wqaekenSQZm7hxQOYt8oE,Am I Wrong,Nico & Vinz,1/21/2014,63,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13E-06,0.158,0.76,119.939,247520,4
2014,67awxiNHNyjMXhVgsHuIrs,Turn Down for What,DJ Snake,12/18/2013,74,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
2014,3aUp8U4MNWctRXlY5MPysv,The Monster,Eminem,1/1/2013,53,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,4
2014,6Vc5wAMmXdKIAM7WUoEb7N,Say Something,A Great Big World,1/20/2014,79,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,3
2014,3G6hD9B2ZHOsgf4WfNu7X1,Team,Lorde,9/27/2013,77,0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,193059,4
2014,5b9Iolaee6xTaMWb8c5rLB,Let Her Go,Passenger,6/29/2012,1,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897,252733,4
2014,2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,9/27/2013,78,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185,4
2014,2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,9/27/2013,78,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185,4
