id,name,artists,danceability,duration_ms,energy,acousticness,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year
1UwriLz98ILbRhrtohTca1,The Wanderer,['Dion'],0.623,167160,0.48,0.193,0,2,0.11,-13.215,1,58,0.0392,114.436,0.842,2001
0w4rmZ3df0lpz8ldgbZv2q,夢裡相思,['紫薇'],0.35,194200,0.259,0.799,0,10,0.161,-13.647,1,3,0.0504,77.777,0.188,1945
0AJkUExuHjnCr5RhzPPQdz,Just Another Night - 2019 Remaster,['Yusuf / Cat Stevens'],0.444,229213,0.379,0.495,0.000152,2,0.0762,-12.867,1,34,0.0434,59.149,0.647,1978
2Ln5JJOBoVDIoA8MJ2vG0C,Sleeping Single In A Double Bed - Single Version,['Barbara Mandrell'],0.715,138853,0.687,0.454,0,0,0.0736,-9.408,1,36,0.0311,139.375,0.974,2001
6RVgAYFeWCHaAZFCOErG1D,Island In the Sun,['The Paragons'],0.708,189347,0.459,0.666,0.00545,3,0.111,-9.039,1,22,0.0296,96.457,0.856,1967
3KsVnzPCta1SBRgIFhXQy5,My Love Will Never Die (Part 2),['Otis Rush'],0.438,185506,0.805,0.971,0.000232,11,0.3,-4.955,0,6,0.0787,109.684,0.6,1956
07NFhHNydJHQFj41TlcF6A,Being It,['Arthur Russell'],0.259,316493,0.248,0.0498,0.0096,0,0.238,-15.797,1,30,0.0327,138.649,0.0557,1986
2tLty5GkG14tLmPj4k2Qst,"Ae Mere Dil Kahin Aur Chal, Pt. 1",['Lata Mangeshkar'],0.48,200490,0.209,0.977,0.000536,8,0.0795,-10.648,0,1,0.0364,80.572,0.385,1952
6NVB6W7G3svCKe5zB7kY8q,Angel Of The Morning,['Juice Newton'],0.456,254000,0.233,0.433,6.42E-05,8,0.0538,-12.634,1,57,0.0255,75.174,0.424,1988
5ZHOiRqKOzgFMfMAu8cwzp,(You're My) Soul And Inspiration,['The Righteous Brothers'],0.17,201253,0.387,0.781,0,11,0.243,-12.791,1,48,0.0436,187.468,0.246,1990
1ihKji1UdshwukWYh3cQK2,Chant of the Ever Circling Skeletal Family - 2016 Remaster,['David Bowie'],0.489,126067,0.553,0.0435,6.32E-05,9,0.388,-14.513,1,34,0.281,139.345,0.402,1974
0Kwu1D6HJc8KCLjTGCB22w,Ain't That Lonely Yet,['Dwight Yoakam'],0.603,200533,0.738,0.393,2.31E-06,5,0.27,-5.131,1,45,0.026,106.923,0.493,1993
6YBqmlodT9LcejuGTaIWZC,Beyaz Entarisiyle Kar Gibi Kız,['Mehmet Kemiksiz'],0.625,199393,0.587,0.589,0,6,0.404,-7.052,0,0,0.0353,136.951,0.683,1921
1Tix5MwBQyPPqC2ZpjKNKE,"The Three Cabelleros - From ""The Three Caballeros""",['Studio Chorus - Saludos Amigos'],0.429,147747,0.41,0.615,0,5,0.227,-11.18,1,20,0.0419,147.611,0.828,1958
7HRv1sYuwgoea1m0JRvChV,GOLD,['BROCKHAMPTON'],0.808,266000,0.647,0.0716,0.000466,11,0.205,-6.947,0,67,0.166,110.036,0.29,2017
5rEyEaL5NrG9AV0GQHewyl,The Four Insurgent Generals,"['Traditional', 'Paul Robeson Jr.', 'Lawrence Brown']",0.63,130573,0.137,0.986,0.0013,1,0.113,-14.721,1,0,0.0364,148.845,0.656,1942
4NZn1vRGq9s83B7JWsoQgn,Gotta Get Away,['The Offspring'],0.528,231827,0.867,0.000867,0.000139,4,0.0962,-4.298,0,55,0.0616,132.758,0.607,2005
5REXbj74KXCIh7Op3t6Uh9,Come Away Death,"['Roger Quilter', 'John Heddle Nash']",0.357,175133,0.109,0.99,4.04E-05,0,0.0817,-20.655,0,0,0.0405,63.759,0.207,1928
2ouC5Zp9p98n6kAsXarudl,Da Grind (Featuring Apocalypse),"['Masta Ace', 'Apocalyspe']",0.729,207693,0.619,0.204,0,2,0.0948,-6.798,1,52,0.386,88.02,0.649,2004
0YqhqbLNpfQetrwuLaVTiK,Oh Girl,['Paul Young'],0.57,216373,0.575,0.267,0,9,0.0823,-7.032,1,54,0.0318,135.903,0.421,1990
0KhdSmqJRlxuGe4SUhkKOm,Real Niggaz Don't Die,['N.W.A.'],0.735,220133,0.937,0.126,6.13E-05,7,0.597,-5.111,1,42,0.173,91.633,0.522,1991
1Q43rO6WlnVXucpP45aVKf,Backslider's Wine,['Jerry Jeff Walker'],0.559,217693,0.331,0.149,0.0107,7,0.0613,-12.881,1,25,0.0284,97.459,0.505,1973
77cCMV3qlAPWLuH9Ou1uOo,Non dimenticar… (T'ho voluto bene),['Flo Sandon'],0.245,217440,0.181,0.911,0,0,0.0751,-13.331,0,13,0.0349,91.196,0.351,1951
2lbN0LZweOCd1BSgIZZB3v,Dreams,"['The Rippingtons', 'Russ Freeman', 'David Benoit', 'David Koz', 'Gregg Karukas', 'Jimmy Johnson', 'Tony Morales', 'Steve Reid']",0.275,310933,0.27,0.77,0.335,2,0.126,-17.145,0,26,0.0293,94.414,0.261,1986
5nC66vtbeLqNhgDU2scREX,Whatever We Imagine,['James Ingram'],0.741,237627,0.456,0.682,4.28E-05,7,0.147,-13.481,1,48,0.0272,102.534,0.844,1983
4bTXFLSWqZiUrrXD202tVG,It's Summertime,['The Flaming Lips'],0.538,260240,0.823,0.247,0.68,2,0.0915,-6.816,1,41,0.0382,160.792,0.398,2002
4nnJRbVecvQwqf3OQP4mja,These Days,['Bon Jovi'],0.338,387827,0.834,0.0271,0,4,0.0877,-5.312,0,56,0.0454,131.429,0.211,1995
1F9y3NjjtKKbJWhwHE0B0o,"St. Matthew Passion, BWV 244 - Part Two: No.36a Evangelist, Pontifex, Jesus: ""Und der Hohepriester antwortete"" - No.36b Chorus I/II: ""Er ist des Todes schuldig""","['Johann Sebastian Bach', 'Karl Erb', 'Willem Ravelli', 'Herman Schey', 'Amsterdam Toonkunst Choir', 'Concertgebouworkest', 'Willem Mengelberg']",0.384,120667,0.177,0.951,0,4,0.623,-16.854,0,0,0.0446,102.013,0.244,1952
55TzaicixkSM6XT23JvIZA,Ya Lo Veía Venir,['Moderatto'],0.492,224225,0.76,0.0169,0.00087,2,0.201,-6.388,1,67,0.0312,166.018,0.642,2008
3XoC81JyBPTXh07ulcUaiu,Seventy-Six Trombones,"['Meredith Willson', 'Mormon Tabernacle Choir', 'Jerold D. Ottley', 'Columbia Symphony Orchestra']",0.468,157573,0.557,0.835,1.03E-06,0,0.0645,-11.837,1,11,0.033,129.282,0.818,1959
3x9kxhxxkhag7vpKbrJYEq,Just Don't Bite It,['N.W.A.'],0.743,333533,0.806,0.0338,0,7,0.339,-8.673,1,41,0.432,164.544,0.791,1996
565Kd8EZIncaUoL6Mhml3q,Man with Two Hearts,['Men At Work'],0.643,236120,0.662,0.00262,0.00117,2,0.233,-13.263,1,24,0.0317,134.095,0.778,1985
2hbJowIo1ZHnysA054EUEH,Aa Re Banware Aa,['Geeta Dutt'],0.637,181280,0.137,0.994,0.916,1,0.111,-18.636,1,0,0.053,88.362,0.647,1952
7L4CAxPWwoAyrWTswtgSXw,Don't Leave Me This Way - Remastered,['Ricky Nelson'],0.747,149267,0.392,0.665,4.31E-05,4,0.118,-11.735,1,14,0.0291,120.123,0.788,1958
1vP5Ceh1SrfOalU8Yc3XE9,It Never Entered My Mind,"['Mulgrew Miller', 'Wingspan']",0.446,392733,0.22,0.926,0.912,3,0.11,-17.385,1,52,0.0362,110.368,0.227,2002
6f4jjw4xqdX00zqaJ141PZ,Me Sacaron Del Tenampa,['Cornelio Reyna'],0.818,114370,0.458,0.62,0,5,0.0972,-4.335,1,52,0.0662,123.014,0.964,1991
457p7UH7hoHrbA2iI4PSCA,Live for the Night,['Krewella'],0.499,206480,0.843,0.0138,0,6,0.124,-2.224,1,52,0.113,127.932,0.533,2013
3C1hsFHQ73zIBUCPXO2iKW,Caristrona,['Don MacKinnon'],0.456,191267,0.0432,0.992,0,6,0.3,-20.651,1,0,0.0513,87.614,0.377,1952
2cgRBN2rk2lzJHSp18Jgyy,The Firebird - Suite (1919): 3. Variation of the Firebird,"['Igor Stravinsky', 'Concertgebouworkest', 'Eduard van Beinum']",0.415,63467,0.286,0.915,0.157,8,0.556,-19.764,0,0,0.0517,126.077,0.425,1948
0yB26VeO3WNCTCr4h7UD7X,Dark Eyes,['Stan Kenton'],0.546,134907,0.889,0.725,0.0679,7,0.164,-5.421,1,1,0.162,117.495,0.883,1953
4J6UECL39yrO58mcQkHh0D,Come Back to Us Barbara Lewis Hare Krishna Beauregard - Live,['John Prine'],0.423,184827,0.185,0.913,0,0,0.699,-21.198,1,26,0.0656,128.932,0.511,1990
4VtNnhhAdqsveft3dFLrH5,March Of Cambreadth,['Heather Alexander'],0.527,287067,0.645,0.00859,9.33E-05,10,0.102,-12.762,0,38,0.0456,96.125,0.558,1997
3hDCkg7l7aZKkMHwdtPEVy,Wonderful World,['Stick Figure'],0.847,156053,0.521,0.104,0.516,7,0.127,-6.826,0,44,0.0643,146.037,0.945,2008
6hLaEaFVNVXc4FrqwN6CkU,Ta-hi (Pra Você Gostar de Mim),['Carmen Miranda'],0.854,197924,0.374,0.994,0.0991,5,0.407,-10.983,0,2,0.465,126.352,0.849,1930
3kdGMnFYSKD7ALecbxadhg,The Impossible Dream,['Jack Jones'],0.442,139027,0.371,0.868,0,11,0.0733,-9.759,1,41,0.0282,93.039,0.38,1966
5WeiB5JDBy6T5QQxtj09zb,Crank That (Soulja Boy) [Travis Barker Remix],"['Soulja Boy', 'Travis Barker']",0.671,247013,0.531,0.0307,0,8,0.365,-5.551,1,55,0.0467,140.013,0.28,2007
5ahKkZHUQXzKbhtBnMeehQ,Strutt My Thang,['Ozone'],0.832,283907,0.661,0.0667,0.027,7,0.047,-9.565,1,29,0.0469,111.606,0.797,1983
7sc8gftzHw9VWuttVK1V2o,"Jaag Ae Sonewale (From ""Tadbir"")","['Suraiya', 'Lal Mohammed']",0.615,164893,0.209,0.995,0.147,3,0.225,-15.422,1,1,0.0562,132.543,0.863,1948
3VviycdC3OaoSlJhfxTNiO,"The Marriage of Figaro, K. 492: Overture","['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",0.351,238333,0.194,0.932,0.91,2,0.1,-16.13,1,5,0.0375,75.254,0.178,1947
3Mgjd5cZjbH9O1lSU6A4jh,Torrente - Remasterizado,"['Francisco Canaro', 'Carlos Roldán']",0.46,202400,0.409,0.93,0.633,6,0.0898,-8.907,0,0,0.0451,64.231,0.655,1945
3DFPyKrmafkKfKHFpiYsVQ,Swordfishtrombone,['Tom Waits'],0.912,188333,0.232,0.94,0.00245,9,0.0776,-20.431,0,34,0.0801,118.047,0.681,1983
6G9Pr7hGRnnn8lkn3tRIsD,It Happens Every Spring,['Oscar Peterson'],0.24,161107,0.0629,0.967,0.615,10,0.359,-21.774,1,9,0.0305,62.988,0.18,1957
52J1QxThtvnMUnAVA8TMNd,"Piano Sonata No. 2 in B-Flat Minor, Op. 35: III. Marche funebre. Lento","['Frédéric Chopin', 'Arthur Rubinstein']",0.512,535400,0.0117,0.993,0.902,10,0.112,-23.144,0,8,0.05,98.979,0.0513,1961
6oGZyUWhRx6wBVUfevTwtc,I Got Rhythm - Live,['Benny Goodman'],0.427,291400,0.93,0.654,0.747,5,0.954,-13.846,1,12,0.0445,152.623,0.3,1938
1ccFnIocW7FZ546v5cVqta,Let's Face It,['The Mighty Mighty Bosstones'],0.546,153133,0.872,0.0277,0.000178,9,0.121,-5.98,1,38,0.0404,161.889,0.962,1997
1cmNFXE2qOhgUmWotXNjso,September When I First Met You,['Barry White'],0.543,415200,0.504,0.0151,0.342,0,0.344,-14.32,1,29,0.0366,91.379,0.687,1978
4yX50PMifhGzVEo1wv3guc,L,['Tycho'],0.549,277560,0.663,0.0309,0.888,5,0.0938,-7.555,0,50,0.0464,114.494,0.245,2014
2TVQMLzcgZmOn0QMRaJW7G,Karotseris,['ANTONIS NTALGKAS'],0.606,193000,0.478,0.963,0.341,6,0.0637,-8.272,1,0,0.0588,100.048,0.89,1940
38EnT9dHEQBFPe4TuUSOjX,Jabe Ki He Din Amar,['Dhananjay Bhattacharya'],0.295,181867,0.106,0.956,0.955,4,0.122,-24.011,1,0,0.049,125.459,0.192,1949
407YIDqsL4S3ZJ2BOFg4P0,"A Bug's Life Suite - From ""A Bug's Life""/Score",['Randy Newman'],0.273,312227,0.177,0.89,0.908,0,0.116,-15.528,1,43,0.0355,112.718,0.163,1998
04i90Qo67c3MKp9OBtR48I,Until The End Of The World,['U2'],0.502,278480,0.68,5.79E-05,0.33,2,0.507,-10.438,1,40,0.029,102.252,0.573,1991
3b3ppLCdzHN7UdbIS4VJJo,Ebar Amay Nao Ma Kole,['K.C.Dey'],0.295,199507,0.0961,0.992,0.441,6,0.142,-17.318,1,0,0.0438,75.143,0.268,1929
7cd7JwAQniVgfwESsYm269,El Papáso De Kako,"['Paquito Guzman', 'Chamaco Ramírez', 'Tommy Olivencia y Su Orquesta']",0.627,204686,0.576,0.752,6.56E-06,7,0.1,-12.652,1,17,0.0518,105.276,0.966,1967
6bclpIlo01vVXQMp1nTayt,Look Like That,['Violent Femmes'],0.487,165133,0.404,0.193,0,9,0.0889,-10.915,1,34,0.0323,114.712,0.677,1991
4xDfCIGHjgWrE97QEDWxqx,Finders Keepers - Remastered 2001,['The Beach Boys'],0.493,102200,0.702,0.803,0,9,0.219,-6.289,1,24,0.0518,145.959,0.808,1963
56xsP0TSnlihp3s2jlbSgU,Guararé,"['Ray Barretto', 'Tito Gómez']",0.589,338520,0.654,0.446,0.000368,8,0.104,-7.576,1,42,0.0744,92.605,0.771,1975
2xFZNy2zdXgMCjjLnIRm96,New Abortion,['Slipknot'],0.327,216600,0.994,7.55E-05,0.00848,11,0.434,-4.023,0,45,0.252,111.737,0.16,2001
1BpMzIbVYhLfXTQe7ob2sY,Tender Surrender,['Steve Vai'],0.559,301067,0.567,0.174,0.103,4,0.122,-7.155,0,53,0.036,130.036,0.227,1995
4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. Daniel Caesar),"['H.E.R.', 'Daniel Caesar']",0.473,209400,0.371,0.795,0,4,0.109,-10.219,0,78,0.0405,75.208,0.413,2017
2tJVc52CEjcp4mkaWCz9RE,Fantasy,"['Alina Baraz', 'Galimatias']",0.68,218947,0.747,0.353,0,4,0.138,-6.056,0,60,0.091,113.933,0.331,2015
1qz1IMI5V2S39g8QvFiXGA,Ella Fue (She Was The One),['Fania All Stars'],0.824,221720,0.648,0.38,0.0258,0,0.0442,-8.693,1,48,0.0398,121.323,0.971,1977
6HV6DsfmpJnEjNAfMzzlyK,It Ain't Necessarily So,['Bobby Darin'],0.647,202867,0.0782,0.944,0,5,0.0927,-19.329,1,23,0.0353,77.626,0.393,1959
4w4Shi3xjbZBDGuhLw5LsQ,Bright Side of the Road,['Van Morrison'],0.536,226760,0.737,0.293,0.000115,0,0.306,-7.36,1,61,0.0504,176.717,0.857,1979
7GNsHkiYPcQQjvhTiILFUL,A Marshmallow World,['Darlene Love'],0.317,143133,0.78,0.748,2.18E-05,5,0.317,-6.988,1,22,0.0504,154.767,0.652,1963
6oIEIdJL9kDbBrGIyLZHIT,Stereo Love,"['Edward Maya', 'Vika Jigulina']",0.778,247615,0.776,0.0338,0.0216,9,0.0772,-5.359,1,55,0.0362,127.049,0.361,2013
5o1kiwkFXoJET4FW4pKtlE,Prende El Fogón,"['Sonora Ponceña', 'Tito Gómez', 'Papo Lucca']",0.584,312387,0.555,0.26,0.0637,10,0.318,-9.892,0,37,0.0491,91.483,0.829,1972
6FzxGdypdYZJO1pjDHlqML,Oh Lady Be Good,['Oscar Peterson'],0.617,230000,0.217,0.992,0.927,5,0.101,-16.667,1,8,0.0378,107.443,0.606,1953
0hxHatHRsTDFNZ2Ruw47n3,Man In The Wilderness,['Styx'],0.263,350867,0.517,0.0393,1.58E-06,4,0.56,-14.116,0,41,0.0341,138.38,0.311,1977
3LSnp6mtKiVXCJwsmOvfMd,Summer Love - Recorded at Spotify Studios NYC,['Chelsea Cutler'],0.667,214381,0.302,0.198,1.18E-05,4,0.101,-11.633,0,64,0.0377,81.966,0.239,2019
2a0fkN8dbA5Kh8SR7cvl3D,(Everybody Wanna Get Rich) Rite Away,['Dr. John'],0.746,163933,0.916,0.518,0.0686,9,0.0785,-10.061,1,53,0.0772,99.926,0.971,1974
3N7Cs7YgzJedkpKIfpL6oN,Serenade After Plato's Symposium: I. Phaedrus - Pausanias,"['Leonard Bernstein', 'Isaac Stern', 'Symphony Of The Air']",0.277,420373,0.249,0.893,0.0378,0,0.0899,-15.225,0,0,0.0444,89.347,0.0717,1947
62nQ8UZVqR2RMvkJHkcO2o,Jeremy,['Pearl Jam'],0.285,318227,0.846,0.0404,0,2,0.182,-6.472,1,72,0.0438,108.808,0.287,1991
7oVSeyiX1W2RVdkkLKeSvg,Keep Myself Alive,['Get Scared'],0.572,216510,0.858,0.000411,0,6,0.108,-4.339,0,50,0.0643,120.947,0.546,2012
1CI0KTzVhyXAZWBS4GSCrV,Let's Play,['Raffi'],0.688,163973,0.497,0.581,0,11,0.0686,-7.594,0,38,0.161,184.713,0.806,2002
4LCYkKau9Xwd31fhPKtcgC,Часть 84.4 & Часть 85.1 - Фиеста,['Эрнест Хемингуэй'],0.714,95436,0.316,0.0237,0,1,0.447,-18.147,1,0,0.934,124.441,0.373,1926
35gkASz2Cb1VryMGIuEPjX,Rubber Ball,['Bobby Vee'],0.423,144107,0.43,0.686,0,9,0.183,-10.325,1,48,0.0353,142.885,0.77,1961
4MxNMkv2QsPJIhrmVyXo9L,Ae Ghame Dil Kya Karoon,"['Renuka Devi', 'Masood Parvez']",0.638,195318,0.087,0.996,0.3,4,0.111,-13.075,1,0,0.22,79.693,0.612,1945
2jIRiLmzqC45L0SnOMimHV,Wan Light,['Orange Juice'],0.499,144253,0.747,0.0934,1.54E-05,0,0.0525,-6.057,1,29,0.0432,129.019,0.904,1982
3tFDhHdaaTGL4Eh5Bnc5es,La Bestia Humana,['Caifanes'],0.598,200400,0.969,0.292,3.39E-05,4,0.532,-4.959,0,42,0.131,136.952,0.317,1988
4x8g2OO1JhtmZz6psVAEOH,Steam,['Peter Gabriel'],0.7,363093,0.889,0.127,0.000374,6,0.261,-5.027,1,34,0.0764,108.515,0.681,1992
7zkLpY72g6lKQbiHDqri1S,Sunrise,['Norah Jones'],0.526,200627,0.299,0.941,0.097,8,0.106,-13.797,1,71,0.031,156.848,0.679,2004
4fjN3aSWzWmjzfNW0ulynI,The Twilight Zone,['The Ventures'],0.568,156480,0.624,0.483,0.00695,6,0.35,-10.34,0,32,0.0277,113.94,0.467,1964
5owteWmvd2fjKpvL7AXfkj,Suzy Is a Headbanger - 2017 Remaster,['Ramones'],0.44,134240,0.853,0.000802,0.859,7,0.0868,-4.639,1,42,0.0798,186.025,0.819,1977
6TjWiT4OdRKpXxr74wHiZS,Chocolate Cake For Breakfast,['Bill Cosby'],0.513,464693,0.63,0.775,0,6,0.779,-11.923,1,24,0.911,97.098,0.1,1982
0CmXXEwul09Kf8X68lPA5l,Missing You,['Case'],0.612,284667,0.579,0.285,0,1,0.0556,-6.417,0,54,0.0553,86.31,0.716,2001
0yIvDgz5x39htljidt6utB,You Just May Be The One - 2006 Remastered Version T.V. Version,['The Monkees'],0.692,119587,0.484,0.139,0,9,0.187,-7.311,1,17,0.0327,123.801,0.725,1966
6izEYubQaf7odJ46scKEzr,Somebody Got Murdered - Remastered,['The Clash'],0.486,214387,0.939,0.000681,0.00468,4,0.0861,-7.678,1,42,0.0612,158.286,0.72,1980
6Ki72mlv0YC8a8JBmjlPKr,Dacă mâine vinovată,['Cristian Vasile'],0.651,154697,0.257,0.99,8.72E-06,10,0.307,-13.455,1,0,0.0595,107.565,0.632,1935
1hmrXTX2DJJ6lkSHg9669v,Badnaseeba Ka Gila,['Lata Mangeshkar'],0.817,188640,0.0827,0.959,0,11,0.151,-19.649,1,0,0.43,124.522,0.881,1952
6uc7h8mxzVMzrxh1KVrn0U,Avery Island / April 1st,['Neutral Milk Hotel'],0.177,108493,0.004,0.885,0.916,0,0.117,-27.989,1,33,0.0431,69.655,0.31,1996
3Yqv3fzCx7M5Hs4kKtX7aS,I Can't Believe You Love Me,['Barry White'],0.387,621200,0.357,0.00995,0.0213,0,0.129,-11.076,0,40,0.028,130.732,0.262,1974
2vZslxmYO9b8fyh08A3kqd,Fame - 2010 Remaster,['Duran Duran'],0.758,198373,0.619,0.034,3.67E-06,9,0.102,-9.797,1,27,0.047,117.224,0.539,1981
3wmraTkkrCmY1TFEPIzpFy,Brig O' Balgownie,['Kyran Martin'],0.394,124062,0.064,0.994,0.95,6,0.106,-24.097,0,66,0.0474,106.44,0.359,2020
5lvnGiTAH9BVlJLHc0DXZz,Just A Little Bit Of Your Heart,['Ariana Grande'],0.439,232587,0.322,0.692,0,9,0.103,-5.959,1,66,0.028,77.963,0.16,2014
45aQK48LLp8A8k3HpwjTuF,"3 Nocturnes, Op. 9: No. 2 in E-Flat Major (Arr. for Violin and Piano by Sarasate)","['Frédéric Chopin', 'Vása Prihoda', 'Charles Cerné']",0.36,276266,0.208,0.972,0.679,3,0.111,-13.913,1,6,0.0567,77.28,0.138,1929
631hB0r7kVz1fYODRvuwxv,I Can't See Texas From Here,['George Strait'],0.756,149760,0.664,0.176,6.55E-06,7,0.287,-12.385,0,32,0.0421,104.613,0.81,1982
0HGvH8g4MaMnaAzw8KTj6B,Dharti Mata,['Gulraj'],0.729,168458,0.271,0.989,0,2,0.338,-8.054,1,0,0.153,68.129,0.604,1950
3NP2lm7GSjSJCJqcknrH6r,Barstool Blues - 2016 Remaster,"['Neil Young', 'Crazy Horse']",0.535,181025,0.5,0.116,0,4,0.0905,-9.829,1,35,0.0254,105.706,0.882,1975
0ejMOOcG8JLEum6LfoPVtl,Contemporary Chick Con Song - Remastered,['Steamhammer'],0.448,295213,0.605,0.084,0.00656,7,0.1,-9.105,1,33,0.054,129.345,0.52,1969
5HsCZRdUovLROFzeu4bOxp,Часть 9.2 - Прощай оружие,['Эрнест Хемингуэй'],0.658,110300,0.179,0.219,0,0,0.39,-23.401,1,0,0.922,89.044,0.605,1929
6F4Scj944RJCZPgcGuAqym,So Slow,['Freestyle'],0.725,275907,0.332,0.505,0,0,0.0888,-9.124,1,58,0.0347,106.157,0.46,1998
3RedGot1pJgsFtCkiYC5Ni,That's All - Single Version,['Ben Webster'],0.405,174773,0.138,0.961,0.0233,7,0.0976,-13.45,0,14,0.0716,78.074,0.309,1954
0mL3OIPuSIL8wkzkxurYO2,Night Train - Partial Take/Breakdown,['Oscar Peterson Trio'],0.503,87573,0.0242,0.866,0.771,7,0.104,-31.051,1,26,0.0337,105.236,0.231,1963
2SasoXZyv82yYgHiVOvxQn,On God,['Kanye West'],0.41,136351,0.886,0.0671,0,9,0.461,-4.413,0,66,0.155,72.577,0.393,2019
2i2zYdN4KCkTCDscdMYr87,Lovers on the Sun (feat. Sam Martin),"['David Guetta', 'Sam Martin']",0.645,203520,0.891,0.0932,3.88E-06,6,0.379,-2.505,0,48,0.0387,124.915,0.568,2014
6Ty47iTpofWm0kytiMddq9,Mami (Angel De Paz),['Andikiru'],0.685,211507,0.501,0.552,0,6,0.111,-7.267,1,49,0.0419,83.527,0.851,2000
2M5eMBrEuRtyGTNCRGqrhX,Aprendiste a Volar,['Vicente Fernández'],0.396,163333,0.418,0.645,0,9,0.257,-7.526,1,43,0.0403,156.875,0.469,1990
5babyNK4XIDm5bh471P9F0,Te Están Matando los Años,"['Lucho Cuadros', 'Eliecer Ochoa y su Conjunto Vallenato']",0.636,212364,0.786,0.0642,9.20E-05,2,0.138,-5.103,1,22,0.129,95.389,0.937,1980
4NQIp5rlw9cwHcpR41Y6sT,No Me Pidas la Exclusiva - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",0.719,147853,0.46,0.961,0.0359,11,0.0706,-7.55,0,0,0.198,137.532,0.8,1940
79M91zIoaIrm073sACpOtr,Somebody To Love,['Queen'],0.494,295893,0.547,0.181,0,8,0.0945,-11.709,1,39,0.0559,110.193,0.397,1976
4rk5vwfY0N9mVCrhHhYUKU,To Keep My Love Alive,['Ella Fitzgerald'],0.726,216613,0.109,0.806,0,7,0.105,-13.355,1,22,0.0598,107.903,0.512,1956
241yfMsMOlj22qlKmHRGMw,Νέος Κόνιαλης,['Rita Abatzi'],0.501,188012,0.421,0.942,0.781,2,0.538,-8.593,1,0,0.134,175.605,0.935,1950
5NY88YfY6RkYssNvSAW2Mk,"Goodnight, My Love",['Dean Martin'],0.213,183200,0.0843,0.803,0.668,1,0.33,-23.781,1,14,0.0374,78.854,0.0666,1959
4ve2uzqdwnHr20G5YgMMqr,Missin You Crazy,['Russ'],0.716,226693,0.729,0.0991,0,5,0.0842,-6.313,1,76,0.117,131.975,0.276,2018
2245x0g1ft0HC7sf79zbYN,Lay All Your Love On Me,['ABBA'],0.695,272507,0.701,0.0187,0.0464,0,0.251,-6.435,1,64,0.0281,133,0.58,2008
78MI7mu1LV1k4IA2HzKmHe,Dream A Little Dream Of Me - Single Version,"['Ella Fitzgerald', 'Louis Armstrong']",0.443,185160,0.104,0.913,0,0,0.191,-17.042,1,71,0.101,76.497,0.394,1957
2oajybYnE830OHhWFaF8Sl,Idiot Friends,['Spongebob Squarepants'],0.864,108600,0.412,0.881,0,0,0.56,-6.787,1,37,0.146,104.929,0.712,2001
50J7PvAXfW8ccU6CHkmAy7,Kapitel 6 - Die läßliche Sünde,['Honoré de Balzac'],0.683,122900,0.088,0.62,0,7,0.259,-25.547,1,0,0.64,58.715,0.449,1947
2Q7PDjPz7h559wBF97lO07,High And Low,['Empire of the Sun'],0.512,224840,0.768,0.0213,3.20E-06,1,0.0918,-4.673,1,58,0.045,126.907,0.322,2016
3zGslzrt12d41TKH7xBO5R,Θεοδωράκης Γρίβας,['Αντώνης Διαμαντίδης'],0.414,165520,0.229,0.989,0.00067,7,0.121,-10.564,1,0,0.0587,74.796,0.325,1930
5UTBBjPbSAWpnhaXsFtCrA,Strolling Down the Highway,['Bert Jansch'],0.631,186800,0.131,0.798,0.348,2,0.104,-18.004,1,12,0.0392,129.429,0.409,1965
19gLqMCui3hxPDTKTEoELa,Stay,['Madonna'],0.74,244747,0.588,0.328,0.000353,7,0.111,-15.205,1,34,0.0473,118.633,0.877,1984
2L93TdW2GMue1H2zlkt30F,Suzanne,['Leonard Cohen'],0.409,229293,0.172,0.922,0.00112,6,0.111,-16.44,0,65,0.0389,132.151,0.352,1967
3CcvahnsiArpTHYQEWV2Au,Bring Em Out,['T.I.'],0.759,216707,0.891,0.0298,0,11,0.141,-2.983,1,63,0.257,98.579,0.587,2004
15RpfmFhrE5RRkf4vZ6kZu,Blackout,['Scorpions'],0.263,228267,0.84,0.00676,0.356,9,0.7,-9.757,1,43,0.0527,89.368,0.714,1982
32dTnE7cWjEHCUAjSEvpiM,Break Down the Walls,['Youth Of Today'],0.391,124373,0.973,0.00373,0.334,9,0.0619,-5.745,1,35,0.107,141.671,0.303,1986
4pJ6FSY5paX8XORhiPrYXj,All Summer Long,['The Beach Boys'],0.552,128333,0.586,0.637,0,11,0.317,-12.672,1,38,0.0548,138.181,0.695,1974
7sEPU1NVft0nGeiqMAushr,Ain't It a Shame,"[""The B-52's""]",0.748,272800,0.675,0.0436,0.00751,0,0.0872,-9.299,0,24,0.029,128.226,0.863,1986
4M4EQDtqedrCpB82mG1QR5,"38 Waltzes, Ländler and Ecossaises, D. 145: No. 2, Waltz in B Major","['Franz Schubert', 'William Kapell']",0.54,48467,0.0463,0.994,0.858,11,0.137,-26.925,1,0,0.0525,113.632,0.318,1945
